sentence,relation_type
"Agents_bf found_bf ,_bf expected_bf decreased_bf plasma_bf levels_bf presence_bf EQUETROTM_bf due_bf induction_bf CYP_bf enzymes_bf following:_bf DRUG ,_be alprazolam_be ,_be amitriptyline_be ,_be bupropion_be ,_be buspirone_be ,_be citalopram_be ,_be clobazam_be ,_be clonazepam_be ,_be clozapine_be ,_be cyclosporin_be ,_be delavirdine_be ,_be desipramine_be ,_be diazepam_be ,_be dicumarol_be ,_be doxycycline_be ,_be ethosuximide_be ,_be felbamate_be ,_be felodipine_be ,_be glucocorticoids_be ,_be haloperidol_be ,_be itraconazole_be ,_be lamotrigine_be ,_be levothyroxine_be ,_be lorazepam_be ,_be methadone_be ,_be midazolam_be ,_be mirtazapine_be ,_be nortriptyline_be ,_be OTHER_DRUG ,_af oral_af contraceptives(3)_af ,_af oxcarbazepine_af ,_af Phenytoin(4)_af ,_af praziquantel_af ,_af protease_af inhibitors_af ,_af quetiapine_af ,_af risperidone_af ,_af theophylline_af ,_af topiramate_af ,_af tiagabine_af ,_af tramadol_af ,_af triazolam_af ,_af valproate_af ,_af warfarin(5)_af ,_af ziprasidone_af ,_af zonisamide_af ._af",No interaction
"Agents_bf found_bf ,_bf expected_bf decreased_bf plasma_bf levels_bf presence_bf EQUETROTM_bf due_bf induction_bf CYP_bf enzymes_bf following:_bf DRUG ,_be alprazolam_be ,_be amitriptyline_be ,_be bupropion_be ,_be buspirone_be ,_be citalopram_be ,_be clobazam_be ,_be clonazepam_be ,_be clozapine_be ,_be cyclosporin_be ,_be delavirdine_be ,_be desipramine_be ,_be diazepam_be ,_be dicumarol_be ,_be doxycycline_be ,_be ethosuximide_be ,_be felbamate_be ,_be felodipine_be ,_be glucocorticoids_be ,_be haloperidol_be ,_be itraconazole_be ,_be lamotrigine_be ,_be levothyroxine_be ,_be lorazepam_be ,_be methadone_be ,_be midazolam_be ,_be mirtazapine_be ,_be nortriptyline_be ,_be olanzapine_be ,_be oral_be contraceptives(3)_be ,_be oxcarbazepine_be ,_be Phenytoin(4)_be ,_be praziquantel_be ,_be protease_be inhibitors_be ,_be quetiapine_be ,_be risperidone_be ,_be theophylline_be ,_be topiramate_be ,_be tiagabine_be ,_be tramadol_be ,_be triazolam_be ,_be valproate_be ,_be warfarin(5)_be ,_be ziprasidone_be ,_be zonisamide_be ._be",No interaction
"Agents_bf found_bf ,_bf expected_bf decreased_bf plasma_bf levels_bf presence_bf EQUETROTM_bf due_bf induction_bf CYP_bf enzymes_bf following:_bf DRUG ,_be alprazolam_be ,_be amitriptyline_be ,_be bupropion_be ,_be buspirone_be ,_be citalopram_be ,_be clobazam_be ,_be clonazepam_be ,_be clozapine_be ,_be cyclosporin_be ,_be delavirdine_be ,_be desipramine_be ,_be diazepam_be ,_be dicumarol_be ,_be doxycycline_be ,_be ethosuximide_be ,_be felbamate_be ,_be felodipine_be ,_be glucocorticoids_be ,_be haloperidol_be ,_be itraconazole_be ,_be lamotrigine_be ,_be levothyroxine_be ,_be lorazepam_be ,_be methadone_be ,_be midazolam_be ,_be mirtazapine_be ,_be nortriptyline_be ,_be olanzapine_be ,_be oral_be contraceptives(3)_be ,_be OTHER_DRUG ,_af Phenytoin(4)_af ,_af praziquantel_af ,_af protease_af inhibitors_af ,_af quetiapine_af ,_af risperidone_af ,_af theophylline_af ,_af topiramate_af ,_af tiagabine_af ,_af tramadol_af ,_af triazolam_af ,_af valproate_af ,_af warfarin(5)_af ,_af ziprasidone_af ,_af zonisamide_af ._af",No interaction
"Agents_bf found_bf ,_bf expected_bf decreased_bf plasma_bf levels_bf presence_bf EQUETROTM_bf due_bf induction_bf CYP_bf enzymes_bf following:_bf DRUG ,_be alprazolam_be ,_be amitriptyline_be ,_be bupropion_be ,_be buspirone_be ,_be citalopram_be ,_be clobazam_be ,_be clonazepam_be ,_be clozapine_be ,_be cyclosporin_be ,_be delavirdine_be ,_be desipramine_be ,_be diazepam_be ,_be dicumarol_be ,_be doxycycline_be ,_be ethosuximide_be ,_be felbamate_be ,_be felodipine_be ,_be glucocorticoids_be ,_be haloperidol_be ,_be itraconazole_be ,_be lamotrigine_be ,_be levothyroxine_be ,_be lorazepam_be ,_be methadone_be ,_be midazolam_be ,_be mirtazapine_be ,_be nortriptyline_be ,_be olanzapine_be ,_be oral_be contraceptives(3)_be ,_be oxcarbazepine_be ,_be Phenytoin(4)_be ,_be praziquantel_be ,_be protease_be inhibitors_be ,_be quetiapine_be ,_be risperidone_be ,_be theophylline_be ,_be topiramate_be ,_be tiagabine_be ,_be tramadol_be ,_be triazolam_be ,_be valproate_be ,_be warfarin(5)_be ,_be ziprasidone_be ,_be zonisamide_be ._be",No interaction
"Agents_bf found_bf ,_bf expected_bf decreased_bf plasma_bf levels_bf presence_bf EQUETROTM_bf due_bf induction_bf CYP_bf enzymes_bf following:_bf DRUG ,_be alprazolam_be ,_be amitriptyline_be ,_be bupropion_be ,_be buspirone_be ,_be citalopram_be ,_be clobazam_be ,_be clonazepam_be ,_be clozapine_be ,_be cyclosporin_be ,_be delavirdine_be ,_be desipramine_be ,_be diazepam_be ,_be dicumarol_be ,_be doxycycline_be ,_be ethosuximide_be ,_be felbamate_be ,_be felodipine_be ,_be glucocorticoids_be ,_be haloperidol_be ,_be itraconazole_be ,_be lamotrigine_be ,_be levothyroxine_be ,_be lorazepam_be ,_be methadone_be ,_be midazolam_be ,_be mirtazapine_be ,_be nortriptyline_be ,_be olanzapine_be ,_be oral_be contraceptives(3)_be ,_be oxcarbazepine_be ,_be Phenytoin(4)_be ,_be OTHER_DRUG ,_af protease_af inhibitors_af ,_af quetiapine_af ,_af risperidone_af ,_af theophylline_af ,_af topiramate_af ,_af tiagabine_af ,_af tramadol_af ,_af triazolam_af ,_af valproate_af ,_af warfarin(5)_af ,_af ziprasidone_af ,_af zonisamide_af ._af",No interaction
"Agents_bf found_bf ,_bf expected_bf decreased_bf plasma_bf levels_bf presence_bf EQUETROTM_bf due_bf induction_bf CYP_bf enzymes_bf following:_bf DRUG ,_be alprazolam_be ,_be amitriptyline_be ,_be bupropion_be ,_be buspirone_be ,_be citalopram_be ,_be clobazam_be ,_be clonazepam_be ,_be clozapine_be ,_be cyclosporin_be ,_be delavirdine_be ,_be desipramine_be ,_be diazepam_be ,_be dicumarol_be ,_be doxycycline_be ,_be ethosuximide_be ,_be felbamate_be ,_be felodipine_be ,_be glucocorticoids_be ,_be haloperidol_be ,_be itraconazole_be ,_be lamotrigine_be ,_be levothyroxine_be ,_be lorazepam_be ,_be methadone_be ,_be midazolam_be ,_be mirtazapine_be ,_be nortriptyline_be ,_be olanzapine_be ,_be oral_be contraceptives(3)_be ,_be oxcarbazepine_be ,_be Phenytoin(4)_be ,_be praziquantel_be ,_be protease_be inhibitors_be ,_be quetiapine_be ,_be risperidone_be ,_be theophylline_be ,_be topiramate_be ,_be tiagabine_be ,_be tramadol_be ,_be triazolam_be ,_be valproate_be ,_be warfarin(5)_be ,_be ziprasidone_be ,_be zonisamide_be ._be",No interaction
"Agents_bf found_bf ,_bf expected_bf decreased_bf plasma_bf levels_bf presence_bf EQUETROTM_bf due_bf induction_bf CYP_bf enzymes_bf following:_bf DRUG ,_be alprazolam_be ,_be amitriptyline_be ,_be bupropion_be ,_be buspirone_be ,_be citalopram_be ,_be clobazam_be ,_be clonazepam_be ,_be clozapine_be ,_be cyclosporin_be ,_be delavirdine_be ,_be desipramine_be ,_be diazepam_be ,_be dicumarol_be ,_be doxycycline_be ,_be ethosuximide_be ,_be felbamate_be ,_be felodipine_be ,_be glucocorticoids_be ,_be haloperidol_be ,_be itraconazole_be ,_be lamotrigine_be ,_be levothyroxine_be ,_be lorazepam_be ,_be methadone_be ,_be midazolam_be ,_be mirtazapine_be ,_be nortriptyline_be ,_be olanzapine_be ,_be oral_be contraceptives(3)_be ,_be oxcarbazepine_be ,_be Phenytoin(4)_be ,_be praziquantel_be ,_be protease_be inhibitors_be ,_be OTHER_DRUG ,_af risperidone_af ,_af theophylline_af ,_af topiramate_af ,_af tiagabine_af ,_af tramadol_af ,_af triazolam_af ,_af valproate_af ,_af warfarin(5)_af ,_af ziprasidone_af ,_af zonisamide_af ._af",No interaction
"Agents_bf found_bf ,_bf expected_bf decreased_bf plasma_bf levels_bf presence_bf EQUETROTM_bf due_bf induction_bf CYP_bf enzymes_bf following:_bf DRUG ,_be alprazolam_be ,_be amitriptyline_be ,_be bupropion_be ,_be buspirone_be ,_be citalopram_be ,_be clobazam_be ,_be clonazepam_be ,_be clozapine_be ,_be cyclosporin_be ,_be delavirdine_be ,_be desipramine_be ,_be diazepam_be ,_be dicumarol_be ,_be doxycycline_be ,_be ethosuximide_be ,_be felbamate_be ,_be felodipine_be ,_be glucocorticoids_be ,_be haloperidol_be ,_be itraconazole_be ,_be lamotrigine_be ,_be levothyroxine_be ,_be lorazepam_be ,_be methadone_be ,_be midazolam_be ,_be mirtazapine_be ,_be nortriptyline_be ,_be olanzapine_be ,_be oral_be contraceptives(3)_be ,_be oxcarbazepine_be ,_be Phenytoin(4)_be ,_be praziquantel_be ,_be protease_be inhibitors_be ,_be quetiapine_be ,_be OTHER_DRUG ,_af theophylline_af ,_af topiramate_af ,_af tiagabine_af ,_af tramadol_af ,_af triazolam_af ,_af valproate_af ,_af warfarin(5)_af ,_af ziprasidone_af ,_af zonisamide_af ._af",No interaction
"Agents_bf found_bf ,_bf expected_bf decreased_bf plasma_bf levels_bf presence_bf EQUETROTM_bf due_bf induction_bf CYP_bf enzymes_bf following:_bf DRUG ,_be alprazolam_be ,_be amitriptyline_be ,_be bupropion_be ,_be buspirone_be ,_be citalopram_be ,_be clobazam_be ,_be clonazepam_be ,_be clozapine_be ,_be cyclosporin_be ,_be delavirdine_be ,_be desipramine_be ,_be diazepam_be ,_be dicumarol_be ,_be doxycycline_be ,_be ethosuximide_be ,_be felbamate_be ,_be felodipine_be ,_be glucocorticoids_be ,_be haloperidol_be ,_be itraconazole_be ,_be lamotrigine_be ,_be levothyroxine_be ,_be lorazepam_be ,_be methadone_be ,_be midazolam_be ,_be mirtazapine_be ,_be nortriptyline_be ,_be olanzapine_be ,_be oral_be contraceptives(3)_be ,_be oxcarbazepine_be ,_be Phenytoin(4)_be ,_be praziquantel_be ,_be protease_be inhibitors_be ,_be quetiapine_be ,_be risperidone_be ,_be OTHER_DRUG ,_af topiramate_af ,_af tiagabine_af ,_af tramadol_af ,_af triazolam_af ,_af valproate_af ,_af warfarin(5)_af ,_af ziprasidone_af ,_af zonisamide_af ._af",No interaction
"Agents_bf found_bf ,_bf expected_bf decreased_bf plasma_bf levels_bf presence_bf EQUETROTM_bf due_bf induction_bf CYP_bf enzymes_bf following:_bf DRUG ,_be alprazolam_be ,_be amitriptyline_be ,_be bupropion_be ,_be buspirone_be ,_be citalopram_be ,_be clobazam_be ,_be clonazepam_be ,_be clozapine_be ,_be cyclosporin_be ,_be delavirdine_be ,_be desipramine_be ,_be diazepam_be ,_be dicumarol_be ,_be doxycycline_be ,_be ethosuximide_be ,_be felbamate_be ,_be felodipine_be ,_be glucocorticoids_be ,_be haloperidol_be ,_be itraconazole_be ,_be lamotrigine_be ,_be levothyroxine_be ,_be lorazepam_be ,_be methadone_be ,_be midazolam_be ,_be mirtazapine_be ,_be nortriptyline_be ,_be olanzapine_be ,_be oral_be contraceptives(3)_be ,_be oxcarbazepine_be ,_be Phenytoin(4)_be ,_be praziquantel_be ,_be protease_be inhibitors_be ,_be quetiapine_be ,_be risperidone_be ,_be theophylline_be ,_be OTHER_DRUG ,_af tiagabine_af ,_af tramadol_af ,_af triazolam_af ,_af valproate_af ,_af warfarin(5)_af ,_af ziprasidone_af ,_af zonisamide_af ._af",No interaction
"Agents_bf found_bf ,_bf expected_bf decreased_bf plasma_bf levels_bf presence_bf EQUETROTM_bf due_bf induction_bf CYP_bf enzymes_bf following:_bf DRUG ,_be alprazolam_be ,_be amitriptyline_be ,_be bupropion_be ,_be buspirone_be ,_be citalopram_be ,_be clobazam_be ,_be clonazepam_be ,_be clozapine_be ,_be cyclosporin_be ,_be delavirdine_be ,_be desipramine_be ,_be diazepam_be ,_be dicumarol_be ,_be doxycycline_be ,_be ethosuximide_be ,_be felbamate_be ,_be felodipine_be ,_be glucocorticoids_be ,_be haloperidol_be ,_be itraconazole_be ,_be lamotrigine_be ,_be levothyroxine_be ,_be lorazepam_be ,_be methadone_be ,_be midazolam_be ,_be mirtazapine_be ,_be nortriptyline_be ,_be olanzapine_be ,_be oral_be contraceptives(3)_be ,_be oxcarbazepine_be ,_be Phenytoin(4)_be ,_be praziquantel_be ,_be protease_be inhibitors_be ,_be quetiapine_be ,_be risperidone_be ,_be theophylline_be ,_be topiramate_be ,_be OTHER_DRUG ,_af tramadol_af ,_af triazolam_af ,_af valproate_af ,_af warfarin(5)_af ,_af ziprasidone_af ,_af zonisamide_af ._af",No interaction
"Agents_bf found_bf ,_bf expected_bf decreased_bf plasma_bf levels_bf presence_bf EQUETROTM_bf due_bf induction_bf CYP_bf enzymes_bf following:_bf DRUG ,_be alprazolam_be ,_be amitriptyline_be ,_be bupropion_be ,_be buspirone_be ,_be citalopram_be ,_be clobazam_be ,_be clonazepam_be ,_be clozapine_be ,_be cyclosporin_be ,_be delavirdine_be ,_be desipramine_be ,_be diazepam_be ,_be dicumarol_be ,_be doxycycline_be ,_be ethosuximide_be ,_be felbamate_be ,_be felodipine_be ,_be glucocorticoids_be ,_be haloperidol_be ,_be itraconazole_be ,_be lamotrigine_be ,_be levothyroxine_be ,_be lorazepam_be ,_be methadone_be ,_be midazolam_be ,_be mirtazapine_be ,_be nortriptyline_be ,_be olanzapine_be ,_be oral_be contraceptives(3)_be ,_be oxcarbazepine_be ,_be Phenytoin(4)_be ,_be praziquantel_be ,_be protease_be inhibitors_be ,_be quetiapine_be ,_be risperidone_be ,_be theophylline_be ,_be topiramate_be ,_be tiagabine_be ,_be OTHER_DRUG ,_af triazolam_af ,_af valproate_af ,_af warfarin(5)_af ,_af ziprasidone_af ,_af zonisamide_af ._af",No interaction
"Agents_bf found_bf ,_bf expected_bf decreased_bf plasma_bf levels_bf presence_bf EQUETROTM_bf due_bf induction_bf CYP_bf enzymes_bf following:_bf DRUG ,_be alprazolam_be ,_be amitriptyline_be ,_be bupropion_be ,_be buspirone_be ,_be citalopram_be ,_be clobazam_be ,_be clonazepam_be ,_be clozapine_be ,_be cyclosporin_be ,_be delavirdine_be ,_be desipramine_be ,_be diazepam_be ,_be dicumarol_be ,_be doxycycline_be ,_be ethosuximide_be ,_be felbamate_be ,_be felodipine_be ,_be glucocorticoids_be ,_be haloperidol_be ,_be itraconazole_be ,_be lamotrigine_be ,_be levothyroxine_be ,_be lorazepam_be ,_be methadone_be ,_be midazolam_be ,_be mirtazapine_be ,_be nortriptyline_be ,_be olanzapine_be ,_be oral_be contraceptives(3)_be ,_be oxcarbazepine_be ,_be Phenytoin(4)_be ,_be praziquantel_be ,_be protease_be inhibitors_be ,_be quetiapine_be ,_be risperidone_be ,_be theophylline_be ,_be topiramate_be ,_be tiagabine_be ,_be tramadol_be ,_be OTHER_DRUG ,_af valproate_af ,_af warfarin(5)_af ,_af ziprasidone_af ,_af zonisamide_af ._af",No interaction
"Agents_bf found_bf ,_bf expected_bf decreased_bf plasma_bf levels_bf presence_bf EQUETROTM_bf due_bf induction_bf CYP_bf enzymes_bf following:_bf DRUG ,_be alprazolam_be ,_be amitriptyline_be ,_be bupropion_be ,_be buspirone_be ,_be citalopram_be ,_be clobazam_be ,_be clonazepam_be ,_be clozapine_be ,_be cyclosporin_be ,_be delavirdine_be ,_be desipramine_be ,_be diazepam_be ,_be dicumarol_be ,_be doxycycline_be ,_be ethosuximide_be ,_be felbamate_be ,_be felodipine_be ,_be glucocorticoids_be ,_be haloperidol_be ,_be itraconazole_be ,_be lamotrigine_be ,_be levothyroxine_be ,_be lorazepam_be ,_be methadone_be ,_be midazolam_be ,_be mirtazapine_be ,_be nortriptyline_be ,_be olanzapine_be ,_be oral_be contraceptives(3)_be ,_be oxcarbazepine_be ,_be Phenytoin(4)_be ,_be praziquantel_be ,_be protease_be inhibitors_be ,_be quetiapine_be ,_be risperidone_be ,_be theophylline_be ,_be topiramate_be ,_be tiagabine_be ,_be tramadol_be ,_be triazolam_be ,_be OTHER_DRUG ,_af warfarin(5)_af ,_af ziprasidone_af ,_af zonisamide_af ._af",No interaction
"Agents_bf found_bf ,_bf expected_bf decreased_bf plasma_bf levels_bf presence_bf EQUETROTM_bf due_bf induction_bf CYP_bf enzymes_bf following:_bf DRUG ,_be alprazolam_be ,_be amitriptyline_be ,_be bupropion_be ,_be buspirone_be ,_be citalopram_be ,_be clobazam_be ,_be clonazepam_be ,_be clozapine_be ,_be cyclosporin_be ,_be delavirdine_be ,_be desipramine_be ,_be diazepam_be ,_be dicumarol_be ,_be doxycycline_be ,_be ethosuximide_be ,_be felbamate_be ,_be felodipine_be ,_be glucocorticoids_be ,_be haloperidol_be ,_be itraconazole_be ,_be lamotrigine_be ,_be levothyroxine_be ,_be lorazepam_be ,_be methadone_be ,_be midazolam_be ,_be mirtazapine_be ,_be nortriptyline_be ,_be olanzapine_be ,_be oral_be contraceptives(3)_be ,_be oxcarbazepine_be ,_be Phenytoin(4)_be ,_be praziquantel_be ,_be protease_be inhibitors_be ,_be quetiapine_be ,_be risperidone_be ,_be theophylline_be ,_be topiramate_be ,_be tiagabine_be ,_be tramadol_be ,_be triazolam_be ,_be valproate_be ,_be warfarin(5)_be ,_be ziprasidone_be ,_be zonisamide_be ._be",No interaction
"Agents_bf found_bf ,_bf expected_bf decreased_bf plasma_bf levels_bf presence_bf EQUETROTM_bf due_bf induction_bf CYP_bf enzymes_bf following:_bf DRUG ,_be alprazolam_be ,_be amitriptyline_be ,_be bupropion_be ,_be buspirone_be ,_be citalopram_be ,_be clobazam_be ,_be clonazepam_be ,_be clozapine_be ,_be cyclosporin_be ,_be delavirdine_be ,_be desipramine_be ,_be diazepam_be ,_be dicumarol_be ,_be doxycycline_be ,_be ethosuximide_be ,_be felbamate_be ,_be felodipine_be ,_be glucocorticoids_be ,_be haloperidol_be ,_be itraconazole_be ,_be lamotrigine_be ,_be levothyroxine_be ,_be lorazepam_be ,_be methadone_be ,_be midazolam_be ,_be mirtazapine_be ,_be nortriptyline_be ,_be olanzapine_be ,_be oral_be contraceptives(3)_be ,_be oxcarbazepine_be ,_be Phenytoin(4)_be ,_be praziquantel_be ,_be protease_be inhibitors_be ,_be quetiapine_be ,_be risperidone_be ,_be theophylline_be ,_be topiramate_be ,_be tiagabine_be ,_be tramadol_be ,_be triazolam_be ,_be valproate_be ,_be warfarin(5)_be ,_be OTHER_DRUG ,_af zonisamide_af ._af",No interaction
"Agents_bf found_bf ,_bf expected_bf decreased_bf plasma_bf levels_bf presence_bf EQUETROTM_bf due_bf induction_bf CYP_bf enzymes_bf following:_bf DRUG ,_be alprazolam_be ,_be amitriptyline_be ,_be bupropion_be ,_be buspirone_be ,_be citalopram_be ,_be clobazam_be ,_be clonazepam_be ,_be clozapine_be ,_be cyclosporin_be ,_be delavirdine_be ,_be desipramine_be ,_be diazepam_be ,_be dicumarol_be ,_be doxycycline_be ,_be ethosuximide_be ,_be felbamate_be ,_be felodipine_be ,_be glucocorticoids_be ,_be haloperidol_be ,_be itraconazole_be ,_be lamotrigine_be ,_be levothyroxine_be ,_be lorazepam_be ,_be methadone_be ,_be midazolam_be ,_be mirtazapine_be ,_be nortriptyline_be ,_be olanzapine_be ,_be oral_be contraceptives(3)_be ,_be oxcarbazepine_be ,_be Phenytoin(4)_be ,_be praziquantel_be ,_be protease_be inhibitors_be ,_be quetiapine_be ,_be risperidone_be ,_be theophylline_be ,_be topiramate_be ,_be tiagabine_be ,_be tramadol_be ,_be triazolam_be ,_be valproate_be ,_be warfarin(5)_be ,_be ziprasidone_be ,_be OTHER_DRUG ._af",No interaction
"Agents_bf found_bf ,_bf expected_bf decreased_bf plasma_bf levels_bf presence_bf EQUETROTM_bf due_bf induction_bf CYP_bf enzymes_bf following:_bf DRUG ,_be alprazolam_be ,_be amitriptyline_be ,_be bupropion_be ,_be buspirone_be ,_be citalopram_be ,_be OTHER_DRUG ,_af clonazepam_af ,_af clozapine_af ,_af cyclosporin_af ,_af delavirdine_af ,_af desipramine_af ,_af diazepam_af ,_af dicumarol_af ,_af doxycycline_af ,_af ethosuximide_af ,_af felbamate_af ,_af felodipine_af ,_af glucocorticoids_af ,_af haloperidol_af ,_af itraconazole_af ,_af lamotrigine_af ,_af levothyroxine_af ,_af lorazepam_af ,_af methadone_af ,_af midazolam_af ,_af mirtazapine_af ,_af nortriptyline_af ,_af olanzapine_af ,_af oral_af contraceptives(3)_af ,_af oxcarbazepine_af ,_af Phenytoin(4)_af ,_af praziquantel_af ,_af protease_af inhibitors_af ,_af quetiapine_af ,_af risperidone_af ,_af theophylline_af ,_af topiramate_af ,_af tiagabine_af ,_af tramadol_af ,_af triazolam_af ,_af valproate_af ,_af warfarin(5)_af ,_af ziprasidone_af ,_af zonisamide_af ._af",No interaction
"Agents_bf found_bf ,_bf expected_bf decreased_bf plasma_bf levels_bf presence_bf EQUETROTM_bf due_bf induction_bf CYP_bf enzymes_bf following:_bf DRUG ,_be alprazolam_be ,_be amitriptyline_be ,_be bupropion_be ,_be buspirone_be ,_be OTHER_DRUG ,_af clobazam_af ,_af clonazepam_af ,_af clozapine_af ,_af cyclosporin_af ,_af delavirdine_af ,_af desipramine_af ,_af diazepam_af ,_af dicumarol_af ,_af doxycycline_af ,_af ethosuximide_af ,_af felbamate_af ,_af felodipine_af ,_af glucocorticoids_af ,_af haloperidol_af ,_af itraconazole_af ,_af lamotrigine_af ,_af levothyroxine_af ,_af lorazepam_af ,_af methadone_af ,_af midazolam_af ,_af mirtazapine_af ,_af nortriptyline_af ,_af olanzapine_af ,_af oral_af contraceptives(3)_af ,_af oxcarbazepine_af ,_af Phenytoin(4)_af ,_af praziquantel_af ,_af protease_af inhibitors_af ,_af quetiapine_af ,_af risperidone_af ,_af theophylline_af ,_af topiramate_af ,_af tiagabine_af ,_af tramadol_af ,_af triazolam_af ,_af valproate_af ,_af warfarin(5)_af ,_af ziprasidone_af ,_af zonisamide_af ._af",No interaction
"Agents_bf found_bf ,_bf expected_bf decreased_bf plasma_bf levels_bf presence_bf EQUETROTM_bf due_bf induction_bf CYP_bf enzymes_bf following:_bf DRUG ,_be alprazolam_be ,_be amitriptyline_be ,_be bupropion_be ,_be OTHER_DRUG ,_af citalopram_af ,_af clobazam_af ,_af clonazepam_af ,_af clozapine_af ,_af cyclosporin_af ,_af delavirdine_af ,_af desipramine_af ,_af diazepam_af ,_af dicumarol_af ,_af doxycycline_af ,_af ethosuximide_af ,_af felbamate_af ,_af felodipine_af ,_af glucocorticoids_af ,_af haloperidol_af ,_af itraconazole_af ,_af lamotrigine_af ,_af levothyroxine_af ,_af lorazepam_af ,_af methadone_af ,_af midazolam_af ,_af mirtazapine_af ,_af nortriptyline_af ,_af olanzapine_af ,_af oral_af contraceptives(3)_af ,_af oxcarbazepine_af ,_af Phenytoin(4)_af ,_af praziquantel_af ,_af protease_af inhibitors_af ,_af quetiapine_af ,_af risperidone_af ,_af theophylline_af ,_af topiramate_af ,_af tiagabine_af ,_af tramadol_af ,_af triazolam_af ,_af valproate_af ,_af warfarin(5)_af ,_af ziprasidone_af ,_af zonisamide_af ._af",No interaction
"Agents_bf found_bf ,_bf expected_bf decreased_bf plasma_bf levels_bf presence_bf EQUETROTM_bf due_bf induction_bf CYP_bf enzymes_bf following:_bf DRUG ,_be alprazolam_be ,_be amitriptyline_be ,_be OTHER_DRUG ,_af buspirone_af ,_af citalopram_af ,_af clobazam_af ,_af clonazepam_af ,_af clozapine_af ,_af cyclosporin_af ,_af delavirdine_af ,_af desipramine_af ,_af diazepam_af ,_af dicumarol_af ,_af doxycycline_af ,_af ethosuximide_af ,_af felbamate_af ,_af felodipine_af ,_af glucocorticoids_af ,_af haloperidol_af ,_af itraconazole_af ,_af lamotrigine_af ,_af levothyroxine_af ,_af lorazepam_af ,_af methadone_af ,_af midazolam_af ,_af mirtazapine_af ,_af nortriptyline_af ,_af olanzapine_af ,_af oral_af contraceptives(3)_af ,_af oxcarbazepine_af ,_af Phenytoin(4)_af ,_af praziquantel_af ,_af protease_af inhibitors_af ,_af quetiapine_af ,_af risperidone_af ,_af theophylline_af ,_af topiramate_af ,_af tiagabine_af ,_af tramadol_af ,_af triazolam_af ,_af valproate_af ,_af warfarin(5)_af ,_af ziprasidone_af ,_af zonisamide_af ._af",No interaction
"Agents_bf found_bf ,_bf expected_bf decreased_bf plasma_bf levels_bf presence_bf EQUETROTM_bf due_bf induction_bf CYP_bf enzymes_bf following:_bf DRUG ,_be alprazolam_be ,_be OTHER_DRUG ,_af bupropion_af ,_af buspirone_af ,_af citalopram_af ,_af clobazam_af ,_af clonazepam_af ,_af clozapine_af ,_af cyclosporin_af ,_af delavirdine_af ,_af desipramine_af ,_af diazepam_af ,_af dicumarol_af ,_af doxycycline_af ,_af ethosuximide_af ,_af felbamate_af ,_af felodipine_af ,_af glucocorticoids_af ,_af haloperidol_af ,_af itraconazole_af ,_af lamotrigine_af ,_af levothyroxine_af ,_af lorazepam_af ,_af methadone_af ,_af midazolam_af ,_af mirtazapine_af ,_af nortriptyline_af ,_af olanzapine_af ,_af oral_af contraceptives(3)_af ,_af oxcarbazepine_af ,_af Phenytoin(4)_af ,_af praziquantel_af ,_af protease_af inhibitors_af ,_af quetiapine_af ,_af risperidone_af ,_af theophylline_af ,_af topiramate_af ,_af tiagabine_af ,_af tramadol_af ,_af triazolam_af ,_af valproate_af ,_af warfarin(5)_af ,_af ziprasidone_af ,_af zonisamide_af ._af",No interaction
"Agents_bf found_bf ,_bf expected_bf decreased_bf plasma_bf levels_bf presence_bf EQUETROTM_bf due_bf induction_bf CYP_bf enzymes_bf following:_bf DRUG ,_be OTHER_DRUG ,_af amitriptyline_af ,_af bupropion_af ,_af buspirone_af ,_af citalopram_af ,_af clobazam_af ,_af clonazepam_af ,_af clozapine_af ,_af cyclosporin_af ,_af delavirdine_af ,_af desipramine_af ,_af diazepam_af ,_af dicumarol_af ,_af doxycycline_af ,_af ethosuximide_af ,_af felbamate_af ,_af felodipine_af ,_af glucocorticoids_af ,_af haloperidol_af ,_af itraconazole_af ,_af lamotrigine_af ,_af levothyroxine_af ,_af lorazepam_af ,_af methadone_af ,_af midazolam_af ,_af mirtazapine_af ,_af nortriptyline_af ,_af olanzapine_af ,_af oral_af contraceptives(3)_af ,_af oxcarbazepine_af ,_af Phenytoin(4)_af ,_af praziquantel_af ,_af protease_af inhibitors_af ,_af quetiapine_af ,_af risperidone_af ,_af theophylline_af ,_af topiramate_af ,_af tiagabine_af ,_af tramadol_af ,_af triazolam_af ,_af valproate_af ,_af warfarin(5)_af ,_af ziprasidone_af ,_af zonisamide_af ._af",No interaction
"Agents_bf Increased_bf Levels_bf Presence_bf Carbamazepine:_bf DRUG increases_be plasma_be levels_be following_be agents:_be Clomipramine_be HCl_be ,_be Phenytoin(6)_be ,_be OTHER_DRUG Thus_af ,_af patient_af titrated_af stable_af dosage_af one_af agents_af category_af ,_af begins_af course_af treatment_af DRUG ,_af reasonable_af expect_af dose_af decrease_af concomitant_af agent_af may_af necessary_af ._af",No interaction
"Agents_bf Increased_bf Levels_bf Presence_bf Carbamazepine:_bf DRUG increases_be plasma_be levels_be following_be agents:_be Clomipramine_be HCl_be ,_be Phenytoin(6)_be ,_be primidone_be Thus_be ,_be patient_be titrated_be stable_be dosage_be one_be agents_be category_be ,_be begins_be course_be treatment_be DRUG ,_af reasonable_af expect_af dose_af decrease_af concomitant_af agent_af may_af necessary_af ._af",No interaction
